Id,Product_Code,Product_Weight,Fat_Category,Visibility_Score,Category_Type,Retail_Price,Store_Code,Year_Opened,Store_Size,Location_Class,Store_Category,Total_Sales
4779,NCY54,8.43,Reduced,0.177694846,HomeGoods,171.1422,OUT046,1997,Compact,Urban,Superstore A,2586.633
4780,FDA01,15,Standard,0.054488534,Canned,57.5904,OUT045,2002,,Suburban,Superstore A,468.7232
4781,FDZ39,19.7,Standard,0.018126724,Proteins,101.799,OUT017,2007,,Suburban,Superstore A,1135.189
4782,FDE28,9.5,Standard,0.221856492,Frozen Foods,231.8668,OUT010,1998,,Rural,MiniMart,230.3668
4783,NCO30,,Reduced,0.027532258,HomeGoods,185.0608,OUT019,1985,Compact,Urban,MiniMart,551.2824
4784,FDF26,6.825,Standard,0.078057026,Canned,154.5998,OUT010,1998,,Rural,MiniMart,153.7998
4785,FDD17,7.5,Reduced,0.032677678,Frozen Foods,239.0906,OUT049,1999,Standard,Urban,Superstore A,5942.265
4786,NCD55,14,Reduced,0.024369007,HomeGoods,40.2454,OUT049,1999,Standard,Urban,Superstore A,922.7988
4787,FDW21,5.34,Standard,0.005997615,Snack Foods,100.4358,OUT017,2007,,Suburban,Superstore A,1508.037
4788,DRF25,9,Reduced,0.038917891,Beverages,35.919,OUT035,2004,Compact,Suburban,Superstore A,1171.808
4789,FDW49,19.5,Reduced,0.082483516,Canned,179.2002,OUT013,1987,Spacious,Rural,Superstore A,2865.6032
4790,DRK11,8.21,Reduced,0.010808272,Hard Drinks,150.5392,OUT018,2009,Standard,Rural,Superstore B,1043.9744
4791,FDS20,8.85,Reduced,0.053950661,Produce,182.7292,OUT049,1999,Standard,Urban,Superstore A,4925.5884
4792,DRE03,19.6,Reduced,0.024222321,Edibles,45.5718,OUT035,2004,Compact,Suburban,Superstore A,945.436
4793,FDA44,,Reduced,0.052964982,Produce,57.793,OUT027,1985,Standard,Rural,Superstore C,1754.383
4794,FDL03,,Standard,0.026949463,Proteins,197.711,OUT027,1985,Standard,Rural,Superstore C,4910.275
4795,FDS40,,Reduced,0.024546148,Frozen Foods,34.619,OUT019,1985,Compact,Urban,MiniMart,36.619
4796,FDM58,16.85,Standard,0.079690403,Snack Foods,113.4544,OUT046,1997,Compact,Urban,Superstore A,2908.2144
4797,NCD54,21.1,Reduced,0.029054046,HomeGoods,144.6786,OUT049,1999,Standard,Urban,Superstore A,2889.572
4798,NCU54,8.88,Reduced,0.098622378,HomeGoods,208.427,OUT046,1997,Compact,Urban,Superstore A,5452.902
4799,FDK32,,Standard,0.048738407,Produce,152.8682,OUT027,1985,Standard,Rural,Superstore C,5031.4506
4800,NCF30,17,Reduced,0.126758324,HomeGoods,124.5362,OUT018,2009,Standard,Rural,Superstore B,1132.5258
4801,FDF46,,Reduced,0.164006137,Snack Foods,113.2834,OUT019,1985,Compact,Urban,MiniMart,575.917
4802,FDM36,11.65,Standard,0.058822142,Baking Goods,173.5422,OUT049,1999,Standard,Urban,Superstore A,3448.844
4803,DRJ23,18.35,Reduced,0.041634206,Hard Drinks,188.1872,OUT013,1987,Spacious,Rural,Superstore A,3781.744
4804,FDA13,15.85,Reduced,0.078540095,Canned,36.3506,OUT035,2004,Compact,Suburban,Superstore A,607.2096
4805,FDT34,9.3,Reduced,0.291826616,Snack Foods,107.1964,OUT010,1998,,Rural,MiniMart,420.7856
4806,FDN31,11.5,Reduced,0.073029341,Produce,187.953,OUT045,2002,,Suburban,Superstore A,2656.542
4807,FDC29,,Standard,0.024088444,Frozen Foods,112.7176,OUT027,1985,Standard,Rural,Superstore C,1832.2816
4808,FDV56,16.1,Standard,0.013623294,Produce,109.3596,OUT045,2002,,Suburban,Superstore A,1186.4556
4809,FDZ15,13.1,Reduced,0.020903193,Edibles,119.2782,OUT049,1999,Standard,Urban,Superstore A,3098.6332
4810,FDZ58,17.85,Reduced,0.052389407,Snack Foods,120.9072,OUT018,2009,Standard,Rural,Superstore B,2817.6656
4811,FDZ01,8.975,Standard,0.009058845,Canned,103.399,OUT046,1997,Compact,Urban,Superstore A,2579.975
4812,DRN37,9.6,Reduced,0.096217262,Beverages,168.5158,OUT013,1987,Spacious,Rural,Superstore A,3342.316
4813,FDZ22,,Reduced,0.045050674,Snack Foods,84.925,OUT027,1985,Standard,Rural,Superstore C,1747.725
4814,FDZ14,7.71,Standard,0.047857877,Edibles,119.7756,OUT017,2007,,Suburban,Superstore A,3029.39
4815,DRI39,13.8,Reduced,0.097043739,Edibles,57.493,OUT035,2004,Compact,Suburban,Superstore A,1358.232
4816,NCE19,8.97,Reduced,0.093159233,HomeGoods,55.7956,OUT049,1999,Standard,Urban,Superstore A,1037.3164
4817,FDO11,8,Standard,0.030264897,Breads,250.3092,OUT046,1997,Compact,Urban,Superstore A,6723.2484
4818,FDL57,15.1,Standard,0.067350054,Snack Foods,257.3304,OUT018,2009,Standard,Rural,Superstore B,3874.956
4819,FDD10,20.6,Standard,0,Snack Foods,178.1344,OUT035,2004,Compact,Suburban,Superstore A,3568.688
4820,NCL05,19.6,Reduced,0.047897663,Health and Hygiene,44.677,OUT046,1997,Compact,Urban,Superstore A,173.108
4821,FDH10,21,Reduced,0.049381666,Snack Foods,193.0478,OUT049,1999,Standard,Urban,Superstore A,1549.9824
4822,FDF35,15,Reduced,0.154860353,Starchy Foods,106.1938,OUT017,2007,,Suburban,Superstore A,4073.3644
4823,FDA27,20.35,Standard,0.030975716,Edibles,253.9672,OUT049,1999,Standard,Urban,Superstore A,3068.0064
4824,NCP06,20.7,Reduced,0.039245805,HomeGoods,151.4366,OUT046,1997,Compact,Urban,Superstore A,1511.366
4825,FDH38,6.425,Reduced,0.010436256,Canned,115.5808,OUT035,2004,Compact,Suburban,Superstore A,3749.7856
4826,FDG29,17.6,Reduced,0.056245075,Frozen Foods,43.3454,OUT013,1987,Spacious,Rural,Superstore A,1006.6896
4827,NCM42,6.13,Reduced,0.028365524,HomeGoods,110.0912,OUT049,1999,Standard,Urban,Superstore A,1637.868
4828,FDU15,13.65,Standard,0.026579951,Proteins,34.7532,OUT013,1987,Spacious,Rural,Superstore A,683.1108
4829,FDR44,,Standard,0.102422487,Produce,131.4968,OUT027,1985,Standard,Rural,Superstore C,1565.9616
4830,FDU22,12.35,Reduced,0.093824276,Snack Foods,119.9124,OUT017,2007,,Suburban,Superstore A,2014.7108
4831,FDA38,5.44,Reduced,0.025519534,Edibles,238.7538,OUT049,1999,Standard,Urban,Superstore A,3605.307
4832,NCJ06,20.1,Reduced,0.034623782,HomeGoods,118.9782,OUT013,1987,Spacious,Rural,Superstore A,1549.3166
4833,FDA07,7.55,Standard,0.030938774,Produce,121.0072,OUT035,2004,Compact,Suburban,Superstore A,2082.6224
4834,FDB56,8.75,Standard,0.074931201,Produce,187.6556,OUT018,2009,Standard,Rural,Superstore B,938.778
4835,FDN28,5.88,Standard,0.030294931,Frozen Foods,104.099,OUT049,1999,Standard,Urban,Superstore A,412.796
4836,FDA13,,Reduced,0.137539574,Canned,38.8506,OUT019,1985,Compact,Urban,MiniMart,37.9506
4837,DRJ39,20.25,Reduced,0.036319195,Edibles,219.3482,OUT035,2004,Compact,Suburban,Superstore A,5038.1086
4838,FDM44,12.5,Reduced,0.031112643,Produce,104.999,OUT045,2002,,Suburban,Superstore A,1444.786
4839,FDA31,7.1,Reduced,0.110459828,Produce,172.108,OUT018,2009,Standard,Rural,Superstore B,2250.404
4840,FDI28,,Reduced,0.026194237,Frozen Foods,79.0302,OUT027,1985,Standard,Rural,Superstore C,1901.5248
4841,DRM23,16.6,Reduced,0.135707553,Hard Drinks,170.6422,OUT035,2004,Compact,Suburban,Superstore A,1379.5376
4842,DRI03,6.03,Reduced,0,Edibles,175.1028,OUT049,1999,Standard,Urban,Superstore A,1593.9252
4843,FDR44,6.11,Standard,0.103503049,Produce,129.6968,OUT017,2007,,Suburban,Superstore A,1174.4712
4844,FDP37,15.6,Reduced,0.143915417,Breakfast,127.5994,OUT017,2007,,Suburban,Superstore A,2441.4886
4845,FDQ25,,Standard,0.028139761,Canned,173.7422,OUT027,1985,Standard,Rural,Superstore C,3621.2862
4846,FDJ02,,Standard,0.044063785,Canned,147.2418,OUT019,1985,Compact,Urban,MiniMart,294.2836
4847,FDK43,,Reduced,0.046994717,Proteins,125.802,OUT019,1985,Compact,Urban,MiniMart,253.004
4848,FDA16,,Reduced,0.033777629,Frozen Foods,222.8456,OUT027,1985,Standard,Rural,Superstore C,7073.4592
4849,FDR44,6.11,Standard,0.102901425,Produce,128.4968,OUT035,2004,Compact,Suburban,Superstore A,1435.4648
4850,FDQ56,6.59,Reduced,0.105597316,Produce,83.4908,OUT046,1997,Compact,Urban,Superstore A,1342.2528
4851,FDH40,11.6,Standard,0.078929571,Frozen Foods,79.9276,OUT046,1997,Compact,Urban,Superstore A,1137.1864
4852,FDX44,9.3,Reduced,0.043209581,Produce,90.8172,OUT017,2007,,Suburban,Superstore A,535.3032
4853,FDU36,6.15,Reduced,0.04627095,Baking Goods,99.3384,OUT046,1997,Compact,Urban,Superstore A,2364.9216
4854,FDP24,,Reduced,0.082602127,Baking Goods,120.9756,OUT027,1985,Standard,Rural,Superstore C,3877.6192
4855,FDP51,13.85,Standard,0.085622362,Proteins,119.4124,OUT018,2009,Standard,Rural,Superstore B,2251.7356
4856,FDU26,16.7,Standard,0.042860026,Edibles,120.3782,OUT017,2007,,Suburban,Superstore A,1668.4948
4857,DRJ37,,Reduced,0.060805497,Beverages,150.8024,OUT027,1985,Standard,Rural,Superstore C,3339.6528
4858,FDV09,12.1,Reduced,0.020684919,Snack Foods,148.5734,OUT017,2007,,Suburban,Superstore A,1336.2606
4859,FDZ04,9.31,Reduced,0.063529046,Frozen Foods,63.751,OUT010,1998,,Rural,MiniMart,126.502
4860,NCY05,13.5,Reduced,0.055075504,Health and Hygiene,33.3874,OUT049,1999,Standard,Urban,Superstore A,282.2992
4861,NCT17,10.8,Reduced,0.041950753,Health and Hygiene,190.0214,OUT045,2002,,Suburban,Superstore A,2449.4782
4862,DRE37,13.5,Reduced,0.094603404,Beverages,187.0872,OUT018,2009,Standard,Rural,Superstore B,3214.4824
4863,FDY36,12.3,Reduced,0.009429612,Baking Goods,71.338,OUT045,2002,,Suburban,Superstore A,1098.57
4864,DRE03,19.6,Reduced,0.024325592,Edibles,48.5718,OUT018,2009,Standard,Rural,Superstore B,425.4462
4865,FDH52,,Standard,0.076868664,Frozen Foods,62.1194,OUT019,1985,Compact,Urban,MiniMart,123.8388
4866,FDN40,5.88,Reduced,0,Frozen Foods,154.2998,OUT046,1997,Compact,Urban,Superstore A,1999.3974
4867,FDP23,6.71,Reduced,0,Breads,218.9166,OUT013,1987,Spacious,Rural,Superstore A,2394.8826
4868,FDF56,16.7,Standard,0.119704498,Produce,181.9976,OUT045,2002,,Suburban,Superstore A,5432.928
4869,FDY57,20.2,Standard,0.121940099,Snack Foods,95.3752,OUT017,2007,,Suburban,Superstore A,1150.5024
4870,NCC19,6.57,Reduced,0.096880574,HomeGoods,191.482,OUT046,1997,Compact,Urban,Superstore A,5020.132
4871,NCC07,,Reduced,0.023835164,HomeGoods,103.3964,OUT027,1985,Standard,Rural,Superstore C,3050.6956
4872,FDH57,10.895,Reduced,0.035949725,Produce,132.9284,OUT017,2007,,Suburban,Superstore A,3295.71
4873,FDE05,,Standard,0.032296886,Frozen Foods,144.0102,OUT027,1985,Standard,Rural,Superstore C,5394.9774
4874,FDF29,15.1,Standard,0.020015391,Frozen Foods,128.831,OUT018,2009,Standard,Rural,Superstore B,1817.634
4875,NCX06,17.6,Reduced,0.015750947,HomeGoods,182.5976,OUT018,2009,Standard,Rural,Superstore B,1629.8784
4876,FDX19,19.1,Reduced,0.096733815,Produce,233.1958,OUT046,1997,Compact,Urban,Superstore A,5141.3076
4877,FDY33,14.5,Standard,0.097201128,Snack Foods,159.4262,OUT046,1997,Compact,Urban,Superstore A,2705.1454
4878,FDF08,14.3,Standard,0.065207559,Produce,89.8856,OUT046,1997,Compact,Urban,Superstore A,966.7416
4879,FDU12,15.5,Standard,0.07575107,Baking Goods,262.8568,OUT046,1997,Compact,Urban,Superstore A,5800.4496
4880,FDJ38,8.6,Standard,0.040197932,Canned,190.153,OUT035,2004,Compact,Suburban,Superstore A,3036.048
4881,FDJ44,12.3,Standard,0.17797002,Produce,173.1396,OUT010,1998,,Rural,MiniMart,697.7584
4882,FDO27,6.175,Standard,0.179355893,Proteins,94.1752,OUT049,1999,Standard,Urban,Superstore A,575.2512
4883,FDN56,,Standard,0.187443314,Produce,145.8786,OUT019,1985,Compact,Urban,MiniMart,288.9572
4884,FDT11,5.94,Standard,0.029492018,Breads,188.0556,OUT018,2009,Standard,Rural,Superstore B,938.778
4885,NCI43,19.85,Reduced,0.025968706,HomeGoods,49.5376,OUT046,1997,Compact,Urban,Superstore A,1006.6896
4886,NCE31,7.67,Reduced,0.184843579,HomeGoods,33.1216,OUT046,1997,Compact,Urban,Superstore A,727.0536
4887,FDT25,7.5,Reduced,0.050750977,Canned,122.2072,OUT046,1997,Compact,Urban,Superstore A,1960.1152
4888,FDX13,7.725,Reduced,0.047879864,Canned,250.2092,OUT045,2002,,Suburban,Superstore A,3984.1472
4889,FDC51,10.895,Standard,0.009641375,Edibles,124.173,OUT045,2002,,Suburban,Superstore A,1601.249
4890,NCT05,10.895,Reduced,0.020994339,Health and Hygiene,255.6672,OUT045,2002,,Suburban,Superstore A,4346.3424
4891,NCB43,20.2,Reduced,0.100477461,HomeGoods,187.7898,OUT017,2007,,Suburban,Superstore A,2245.0776
4892,FDY52,6.365,Reduced,0.007348286,Frozen Foods,62.8536,OUT046,1997,Compact,Urban,Superstore A,796.2968
4893,FDC37,15.5,Reduced,0.032845997,Baking Goods,106.7938,OUT013,1987,Spacious,Rural,Superstore A,3215.814
4894,FDR11,10.5,Standard,0.142419608,Breads,161.1578,OUT013,1987,Spacious,Rural,Superstore A,1765.0358
4895,FDP59,20.85,Standard,0.056580228,Breads,105.6648,OUT045,2002,,Suburban,Superstore A,623.1888
4896,NCU18,,Reduced,0.097768728,HomeGoods,142.4496,OUT019,1985,Compact,Urban,MiniMart,564.5984
4897,FDD57,18.1,Reduced,0.022399592,Produce,96.0094,OUT046,1997,Compact,Urban,Superstore A,1808.9786
4898,FDT32,19,Standard,0.066005186,Produce,188.4214,OUT017,2007,,Suburban,Superstore A,2826.321
4899,FDK55,18.5,Reduced,0.02586664,Proteins,88.9172,OUT018,2009,Standard,Rural,Superstore B,1695.1268
4900,FDO23,17.85,Reduced,0.146399663,Breads,93.8436,OUT035,2004,Compact,Suburban,Superstore A,1418.154
4901,NCD42,16.5,Reduced,0.012627329,Health and Hygiene,38.7506,OUT013,1987,Spacious,Rural,Superstore A,759.012
4902,NCQ05,,Reduced,0.037829469,Health and Hygiene,151.0708,OUT019,1985,Compact,Urban,MiniMart,451.4124
4903,FDJ45,17.75,Reduced,0.073709686,Seafood,35.1216,OUT018,2009,Standard,Rural,Superstore B,415.4592
4904,FDS57,15.5,Reduced,0,Snack Foods,141.547,OUT017,2007,,Suburban,Superstore A,3006.087
4905,FDU40,20.85,Reduced,0.037372847,Frozen Foods,192.7478,OUT013,1987,Spacious,Rural,Superstore A,3099.9648
4906,DRE25,15.35,Reduced,0.073283193,Beverages,91.812,OUT046,1997,Compact,Urban,Superstore A,1771.028
4907,FDZ58,,Reduced,0.091354948,Snack Foods,122.3072,OUT019,1985,Compact,Urban,MiniMart,122.5072
4908,NCO29,11.15,Reduced,0.032438645,Health and Hygiene,163.0526,OUT017,2007,,Suburban,Superstore A,2302.3364
4909,FDR46,16.85,Reduced,0.139301634,Snack Foods,144.976,OUT013,1987,Spacious,Rural,Superstore A,2783.044
4910,FDU09,,Standard,0.06627464,Snack Foods,54.1956,OUT027,1985,Standard,Rural,Superstore C,3002.758
4911,FDQ58,,Reduced,0,Snack Foods,154.534,OUT019,1985,Compact,Urban,MiniMart,459.402
4912,FDU16,19.25,Standard,0,Frozen Foods,82.5908,OUT045,2002,,Suburban,Superstore A,922.7988
4913,FDX59,10.195,Reduced,0.051618281,Breads,31.9558,OUT013,1987,Spacious,Rural,Superstore A,373.5138
4914,FDN12,15.6,Reduced,0.081036436,Baking Goods,112.3544,OUT013,1987,Spacious,Rural,Superstore A,2572.6512
4915,FDX13,7.725,Reduced,0.047977607,Canned,249.5092,OUT018,2009,Standard,Rural,Superstore B,2241.0828
4916,FDH02,7.27,Standard,0.020865797,Canned,90.2488,OUT018,2009,Standard,Rural,Superstore B,814.9392
4917,DRH25,18.7,Reduced,0,Beverages,52.2324,OUT035,2004,Compact,Suburban,Superstore A,467.3916
4918,FDI52,18.7,Reduced,0.104890428,Frozen Foods,121.4072,OUT045,2002,,Suburban,Superstore A,3185.1872
4919,DRK11,8.21,Reduced,0.010781158,Hard Drinks,149.9392,OUT049,1999,Standard,Urban,Superstore A,1938.8096
4920,DRL49,13.15,Reduced,0.056418354,Beverages,142.4812,OUT035,2004,Compact,Suburban,Superstore A,2422.1804
4921,FDO10,13.65,Standard,0.012741089,Snack Foods,57.6588,OUT013,1987,Spacious,Rural,Superstore A,343.5528
4922,FDX26,17.7,Reduced,0.087791917,Edibles,180.6292,OUT035,2004,Compact,Suburban,Superstore A,3101.2964
4923,FDK41,,Reduced,0.126924095,Frozen Foods,87.2224,OUT027,1985,Standard,Rural,Superstore C,3494.1184
4924,NCK30,14.85,Reduced,0.061102235,HomeGoods,253.2698,OUT045,2002,,Suburban,Superstore A,2283.0282
4925,FDS23,4.635,Reduced,0.141174838,Breads,127.0994,OUT045,2002,,Suburban,Superstore A,2826.9868
4926,FDY07,11.8,Reduced,0.12150063,Produce,46.8402,OUT013,1987,Spacious,Rural,Superstore A,413.4618
4927,DRJ35,10.1,Reduced,0.046848053,Hard Drinks,60.6878,OUT017,2007,,Suburban,Superstore A,363.5268
4928,FDY52,6.365,Reduced,0.007359711,Frozen Foods,60.1536,OUT049,1999,Standard,Urban,Superstore A,490.0288
4929,FDU32,8.785,Reduced,0.025967624,Produce,119.9414,OUT046,1997,Compact,Urban,Superstore A,1462.0968
4930,FDS01,11.6,Reduced,0.017780986,Canned,177.3686,OUT045,2002,,Suburban,Superstore A,1777.686
4931,DRB48,16.75,Standard,0.024994069,Beverages,37.4822,OUT017,2007,,Suburban,Superstore A,549.9508
4932,NCL19,15.35,Reduced,0.015700603,Others,141.147,OUT049,1999,Standard,Urban,Superstore A,2719.793
4933,FDP33,18.7,Reduced,0.089777214,Snack Foods,256.4672,OUT017,2007,,Suburban,Superstore A,5369.0112
4934,FDG40,,Reduced,0.039631495,Frozen Foods,31.9558,OUT027,1985,Standard,Rural,Superstore C,984.7182
4935,NCM06,7.475,Reduced,0.076036381,HomeGoods,153.9656,OUT018,2009,Standard,Rural,Superstore B,2625.9152
4936,NCU18,15.1,Reduced,0.056155909,HomeGoods,140.5496,OUT017,2007,,Suburban,Superstore A,2681.8424
4937,NCL05,,Reduced,0.047665717,Health and Hygiene,42.177,OUT027,1985,Standard,Rural,Superstore C,1255.033
4938,FDE50,19.7,Standard,0.016238512,Canned,186.4556,OUT045,2002,,Suburban,Superstore A,5069.4012
4939,FDZ39,19.7,Standard,0.018098194,Proteins,104.599,OUT018,2009,Standard,Rural,Superstore B,309.597
4940,FDW39,6.69,Standard,0.036903419,Proteins,175.137,OUT035,2004,Compact,Suburban,Superstore A,1235.059
4941,NCY29,,Reduced,0.135226962,Health and Hygiene,56.293,OUT019,1985,Compact,Urban,MiniMart,113.186
4942,NCJ06,,Reduced,0.060672263,HomeGoods,119.8782,OUT019,1985,Compact,Urban,MiniMart,238.3564
4943,NCW17,18,Reduced,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Standard,Rural,Superstore B,2441.4886
4944,DRD37,9.8,Reduced,0.013863257,Beverages,45.106,OUT049,1999,Standard,Urban,Superstore A,1398.18
4945,FDF08,14.3,Standard,0.109144085,Produce,88.2856,OUT010,1998,,Rural,MiniMart,175.7712
4946,FDB36,5.465,Standard,0,Baking Goods,129.1626,OUT046,1997,Compact,Urban,Superstore A,3672.5528
4947,FDY52,,Reduced,0.012865901,Frozen Foods,59.3536,OUT019,1985,Compact,Urban,MiniMart,122.5072
4948,DRL35,15.7,Reduced,0.030877303,Hard Drinks,42.177,OUT017,2007,,Suburban,Superstore A,735.709
4949,DRM37,15.35,Reduced,0.096317593,Beverages,197.3768,OUT013,1987,Spacious,Rural,Superstore A,3350.3056
4950,FDY56,,Standard,0.109274313,Produce,225.3062,OUT019,1985,Compact,Urban,MiniMart,677.1186
4951,FDF12,8.235,Reduced,0.08276363,Baking Goods,146.5076,OUT018,2009,Standard,Rural,Superstore B,1625.8836
4952,FDD39,,Reduced,0.06981517,Edibles,214.385,OUT027,1985,Standard,Rural,Superstore C,4327.7
4953,FDK51,19.85,Reduced,0.005230786,Edibles,265.1884,OUT013,1987,Spacious,Rural,Superstore A,5034.7796
4954,FDV22,14.85,Standard,0.009954237,Snack Foods,158.263,OUT049,1999,Standard,Urban,Superstore A,2659.871
4955,FDT34,9.3,Reduced,0.174317307,Snack Foods,106.7964,OUT035,2004,Compact,Suburban,Superstore A,841.5712
4956,FDF12,8.235,Reduced,0.08235926,Baking Goods,147.6076,OUT013,1987,Spacious,Rural,Superstore A,3103.9596
4957,NCE54,20.7,Reduced,0.026899856,HomeGoods,73.9354,OUT046,1997,Compact,Urban,Superstore A,677.1186
4958,NCX30,16.7,Reduced,0.026729068,HomeGoods,248.4776,OUT018,2009,Standard,Rural,Superstore B,6439.6176
4959,NCL29,9.695,Reduced,0.190711254,Health and Hygiene,159.1604,OUT010,1998,,Rural,MiniMart,633.8416
4960,NCI29,8.6,Reduced,0.032672263,Health and Hygiene,141.2154,OUT049,1999,Standard,Urban,Superstore A,709.077
4961,FDY50,5.8,Reduced,0.131489269,Edibles,89.7172,OUT018,2009,Standard,Rural,Superstore B,1605.9096
4962,FDW23,5.765,Reduced,0.082012293,Baking Goods,37.5164,OUT046,1997,Compact,Urban,Superstore A,656.4788
4963,FDT46,11.35,Reduced,0.03093263,Snack Foods,51.5008,OUT018,2009,Standard,Rural,Superstore B,607.2096
4964,FDC50,15.85,Reduced,0,Canned,96.4094,OUT035,2004,Compact,Suburban,Superstore A,1237.7222
4965,FDT45,15.85,Reduced,0.057546914,Snack Foods,55.8956,OUT018,2009,Standard,Rural,Superstore B,491.3604
4966,FDW25,,Reduced,0.037217847,Canned,86.8224,OUT027,1985,Standard,Rural,Superstore C,1448.7808
4967,FDZ48,17.75,Reduced,0.076113671,Baking Goods,111.4544,OUT045,2002,,Suburban,Superstore A,1006.6896
4968,FDF38,11.8,Standard,0.026358005,Canned,39.6138,OUT046,1997,Compact,Urban,Superstore A,365.5242
4969,FDA46,13.6,Reduced,0.11830085,Snack Foods,196.2136,OUT017,2007,,Suburban,Superstore A,1944.136
4970,NCO06,,Reduced,0.107507291,HomeGoods,34.8558,OUT027,1985,Standard,Rural,Superstore C,441.4254
4971,FDA08,,Standard,0.087692636,Produce,162.5526,OUT019,1985,Compact,Urban,MiniMart,328.9052
4972,FDD48,10.395,Reduced,0.030219852,Baking Goods,114.7176,OUT045,2002,,Suburban,Superstore A,2748.4224
4973,NCI54,15.2,Reduced,0,HomeGoods,110.4912,OUT017,2007,,Suburban,Superstore A,1637.868
4974,FDL58,5.78,Standard,0.074087369,Snack Foods,264.9568,OUT013,1987,Spacious,Rural,Superstore A,6855.0768
4975,NCR30,20.6,Reduced,0.071282168,HomeGoods,74.4696,OUT018,2009,Standard,Rural,Superstore B,223.7088
4976,FDI21,,Standard,0.056328717,Snack Foods,63.9168,OUT027,1985,Standard,Rural,Superstore C,1597.92
4977,FDN31,11.5,Reduced,0.072994847,Produce,189.253,OUT049,1999,Standard,Urban,Superstore A,1328.271
4978,FDF52,9.3,Reduced,0.066887123,Frozen Foods,183.9292,OUT049,1999,Standard,Urban,Superstore A,3283.7256
4979,FDQ07,15.1,Standard,0.087406863,Produce,221.8456,OUT046,1997,Compact,Urban,Superstore A,663.1368
4980,FDR20,20,Standard,0,Produce,46.4744,OUT010,1998,,Rural,MiniMart,45.2744
4981,FDS28,8.18,Standard,0.082568705,Frozen Foods,56.1588,OUT045,2002,,Suburban,Superstore A,458.0704
4982,FDS32,17.75,Standard,0.029821648,Produce,139.9838,OUT017,2007,,Suburban,Superstore A,1123.8704
4983,FDS44,,Standard,0.27321283,Produce,240.9538,OUT019,1985,Compact,Urban,MiniMart,480.7076
4984,FDH19,,Reduced,0.057933643,Proteins,175.1738,OUT019,1985,Compact,Urban,MiniMart,347.5476
4985,FDH27,7.075,Reduced,0.058298384,Edibles,145.8128,OUT013,1987,Spacious,Rural,Superstore A,1725.7536
4986,FDN60,,Reduced,0.094697274,Baking Goods,158.4604,OUT027,1985,Standard,Rural,Superstore C,4278.4308
4987,FDU51,20.2,Standard,0.097059596,Proteins,178.6028,OUT017,2007,,Suburban,Superstore A,2302.3364
4988,FDV15,10.3,Reduced,0.146999264,Proteins,103.7648,OUT017,2007,,Suburban,Superstore A,2804.3496
4989,FDX07,19.2,Standard,0.022965292,Produce,181.695,OUT045,2002,,Suburban,Superstore A,2563.33
4990,DRL11,,Reduced,0.04778563,Hard Drinks,156.5946,OUT027,1985,Standard,Rural,Superstore C,3787.0704
4991,FDE51,5.925,Standard,0.097012989,Edibles,42.9086,OUT017,2007,,Suburban,Superstore A,758.3462
4992,FDQ24,15.7,Reduced,0.073605395,Baking Goods,249.6724,OUT013,1987,Spacious,Rural,Superstore A,6543.4824
4993,FDS45,5.175,Standard,0.029616108,Snack Foods,107.7622,OUT018,2009,Standard,Rural,Superstore B,2011.3818
4994,FDQ23,6.55,Reduced,0.024505418,Breads,102.9332,OUT013,1987,Spacious,Rural,Superstore A,1845.5976
4995,NCQ41,14.8,Reduced,0.019559746,Health and Hygiene,193.7794,OUT018,2009,Standard,Rural,Superstore B,2926.191
4996,FDB02,9.695,Standard,0.029283081,Canned,175.137,OUT018,2009,Standard,Rural,Superstore B,3705.177
4997,DRJ24,11.8,Reduced,0.113790879,Beverages,185.3924,OUT018,2009,Standard,Rural,Superstore B,370.1848
4998,DRH03,17.25,Reduced,0.035118834,Edibles,93.412,OUT049,1999,Standard,Urban,Superstore A,932.12
4999,FDJ46,11.1,Reduced,0.044823438,Snack Foods,174.2054,OUT046,1997,Compact,Urban,Superstore A,1926.1594
5000,FDN12,15.6,Reduced,0.08126841,Baking Goods,110.2544,OUT045,2002,,Suburban,Superstore A,1789.6704
5001,FDP27,8.155,Reduced,0.199935881,Proteins,188.453,OUT010,1998,,Rural,MiniMart,379.506
5002,FDS31,13.1,Standard,0.044155597,Produce,178.8318,OUT013,1987,Spacious,Rural,Superstore A,3969.4996
5003,FDS32,17.75,Standard,0.029648306,Produce,142.4838,OUT035,2004,Compact,Suburban,Superstore A,1264.3542
5004,FDJ10,5.095,Standard,0.129395895,Snack Foods,140.3838,OUT013,1987,Spacious,Rural,Superstore A,1826.2894
5005,NCB06,,Reduced,0.081933378,Health and Hygiene,161.492,OUT027,1985,Standard,Rural,Superstore C,6391.68
5006,FDB03,17.75,Standard,0.157075658,Edibles,240.5538,OUT049,1999,Standard,Urban,Superstore A,3845.6608
5007,FDJ21,,Standard,0.038341654,Snack Foods,146.2102,OUT027,1985,Standard,Rural,Superstore C,4228.4958
5008,NCI18,18.35,Reduced,0.014052469,HomeGoods,224.0746,OUT045,2002,,Suburban,Superstore A,1346.2476
5009,FDP44,16.5,Standard,0.079698503,Produce,100.6332,OUT035,2004,Compact,Suburban,Superstore A,1537.998
5010,NCY06,,Reduced,0.060888514,HomeGoods,130.1968,OUT027,1985,Standard,Rural,Superstore C,1565.9616
